goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillDequeQueue/0-4         	27580873	        44.24 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  421711	      2800 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  421844	      2799 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  422196	      2801 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  413142	      2793 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  415879	      2852 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  423606	      2804 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  423984	      2803 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  426879	      2795 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  424544	      2802 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  421731	      2797 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49641	     24140 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   48897	     24239 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   47949	     24179 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49423	     24201 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49711	     24320 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49632	     24190 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49520	     24458 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49531	     24207 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49386	     24266 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   49759	     24163 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5166	    226353 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5152	    224597 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5210	    225560 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5313	    225833 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5193	    226647 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5265	    226936 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5200	    225146 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5346	    225933 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5175	    226093 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    5211	    226705 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     517	   2343272 ns/op	 1432259 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     513	   2348233 ns/op	 1432259 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     511	   2348189 ns/op	 1432258 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     504	   2364880 ns/op	 1432257 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     511	   2458489 ns/op	 1432258 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     512	   2392586 ns/op	 1432258 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     450	   2366850 ns/op	 1432259 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     493	   2413958 ns/op	 1432258 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     508	   2352431 ns/op	 1432259 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     513	   2354683 ns/op	 1432258 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      43	  26158225 ns/op	14425537 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26496926 ns/op	14425518 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26316488 ns/op	14425520 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26521219 ns/op	14425527 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26126583 ns/op	14425512 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26179108 ns/op	14425509 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      46	  26177714 ns/op	14425517 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26208226 ns/op	14425509 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      45	  26099075 ns/op	14425520 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      45	  26121674 ns/op	14425517 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 263495652 ns/op	144362072 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 264616943 ns/op	144362048 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 267588604 ns/op	144362096 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 263492160 ns/op	144362144 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 266401657 ns/op	144362024 B/op	 7015623 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 267298959 ns/op	144362048 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 266832951 ns/op	144362144 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 267588223 ns/op	144362144 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 265848314 ns/op	144362120 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 267379003 ns/op	144362048 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	26457056	        44.54 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	26615402	        44.58 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	26442772	        44.13 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	27139906	        44.13 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	27119301	        44.05 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	26615163	        44.18 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	27139566	        44.13 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	27285123	        47.64 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24249343	        48.08 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	23261214	        47.71 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3206952	       367.8 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 2878968	       374.4 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3291364	       392.4 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 2872455	       394.3 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 2995612	       398.1 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3271821	       362.1 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3187441	       388.6 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3266058	       431.5 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 2966374	       361.1 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3276698	       369.3 ns/op	     288 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  450868	      2601 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  458014	      2592 ns/op	    1552 B/op	      74 allocs/op
