goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillDequeQueue/0-4         	29622061	        40.48 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeQueue/1000-4      	   34041	     34982 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeQueue/1000-4      	   35065	     34586 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeQueue/1000-4      	   35020	     34171 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeQueue/1000-4      	   35008	     34349 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeQueue/1000-4      	   34000	     35146 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3247	    359008 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3336	    347644 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3351	    363069 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3259	    350491 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3344	    349117 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3272	    348141 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3304	    348196 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3301	    347396 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3358	    347807 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/10000-4     	    3274	    348835 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeQueue/100000-4    	     309	   3866879 ns/op	 2420325 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     309	   3876278 ns/op	 2420327 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     309	   3879547 ns/op	 2420328 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     310	   3883277 ns/op	 2420329 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     302	   4008933 ns/op	 2420327 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     307	   3859136 ns/op	 2420325 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     301	   3955698 ns/op	 2420324 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     309	   3898733 ns/op	 2420324 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     304	   3874319 ns/op	 2420325 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/100000-4    	     306	   3868611 ns/op	 2420326 B/op	  100787 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      25	  42705534 ns/op	24187779 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  42536868 ns/op	24187793 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  43183433 ns/op	24187771 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  43206515 ns/op	24187763 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      27	  42124193 ns/op	24187770 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  42130748 ns/op	24187774 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  43467434 ns/op	24187778 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  43163261 ns/op	24187785 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  41999142 ns/op	24187763 B/op	 1007817 allocs/op
BenchmarkFillDequeQueue/1000000-4   	      26	  42124138 ns/op	24187778 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/0-4         	27865848	        40.76 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	28516190	        40.56 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	28219122	        40.38 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	27024332	        40.39 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	28299751	        42.53 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	28138659	        45.38 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	27439143	        40.96 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	28036860	        41.51 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	28352176	        40.74 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/0-4         	27964196	        40.87 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDequeStack/1-4         	 7434682	       159.1 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7435858	       160.3 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7425590	       160.9 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7493804	       159.7 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7518172	       160.2 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7375905	       159.9 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7358043	       161.5 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7418512	       161.5 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7436671	       159.2 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/1-4         	 7460784	       160.1 ns/op	     160 B/op	       4 allocs/op
BenchmarkFillDequeStack/10-4        	 2132877	       562.6 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2127813	       565.2 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2134008	       563.1 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2120368	       561.3 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2144418	       565.5 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2098312	       563.3 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2125615	       566.0 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2120677	       563.8 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2123710	       563.6 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/10-4        	 2124550	       564.1 ns/op	     432 B/op	      14 allocs/op
BenchmarkFillDequeStack/100-4       	  278265	      4262 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  276976	      4212 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  278749	      4226 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  269204	      4217 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  277227	      4213 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  270054	      4238 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  277174	      4239 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  277449	      4220 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  276650	      4210 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/100-4       	  274982	      4230 ns/op	    4480 B/op	     107 allocs/op
BenchmarkFillDequeStack/1000-4      	   34143	     35040 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   33957	     34792 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   34114	     35106 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   34546	     34831 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   33637	     35632 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   34636	     34945 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   34654	     36562 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   34714	     34168 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   34442	     34385 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/1000-4      	   33976	     35181 ns/op	   25168 B/op	    1013 allocs/op
BenchmarkFillDequeStack/10000-4     	    3268	    346573 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3330	    346202 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3369	    348040 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3266	    350331 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3306	    345871 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3319	    347053 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3316	    346618 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3230	    360233 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3328	    348445 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/10000-4     	    3397	    342877 ns/op	  242528 B/op	   10083 allocs/op
BenchmarkFillDequeStack/100000-4    	     309	   3836572 ns/op	 2420326 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     308	   3856713 ns/op	 2420326 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     310	   3855155 ns/op	 2420326 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     312	   3855924 ns/op	 2420327 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     307	   3836972 ns/op	 2420327 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     308	   3865761 ns/op	 2420327 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     309	   3876448 ns/op	 2420326 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     312	   3852824 ns/op	 2420326 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     313	   3862489 ns/op	 2420325 B/op	  100787 allocs/op
BenchmarkFillDequeStack/100000-4    	     312	   3844316 ns/op	 2420327 B/op	  100787 allocs/op
BenchmarkFillDequeStack/1000000-4   	      25	  42259928 ns/op	24187783 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      27	  43371637 ns/op	24187781 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  42063918 ns/op	24187774 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  42334123 ns/op	24187782 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  42185100 ns/op	24187789 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  42101155 ns/op	24187767 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  42051970 ns/op	24187767 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  41794854 ns/op	24187789 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      26	  42202449 ns/op	24187774 B/op	 1007817 allocs/op
BenchmarkFillDequeStack/1000000-4   	      25	  41974230 ns/op	24187783 B/op	 1007817 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	24810249	        46.46 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25181463	        45.95 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25398912	        45.89 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25081622	        45.89 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25631124	        45.78 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25493088	        45.83 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25244592	        45.70 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	25016721	        46.28 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	24617695	        45.91 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/0-4 	24833797	        45.86 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2801461	       432.5 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2797713	       432.9 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2446300	       449.7 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2784873	       428.8 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2792617	       429.2 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2810176	       427.6 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2813637	       433.4 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2785771	       431.2 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2799034	       432.3 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/1-4 	 2788219	       430.7 ns/op	     384 B/op	      11 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  430030	      2713 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  422092	      2694 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  418734	      2750 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  428631	      2693 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  420572	      2693 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  400786	      2697 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  414987	      2705 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  426393	      2697 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  431089	      2701 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/10-4         	  418623	      2728 ns/op	    1904 B/op	      75 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50804	     23576 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   51135	     23522 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   51163	     24251 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   48892	     24227 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50552	     23667 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50625	     23852 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50868	     23679 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50244	     23524 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50265	     23710 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/100-4        	   50829	     23731 ns/op	   16176 B/op	     709 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4581	    233227 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4800	    238527 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4826	    232658 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4755	    232062 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4890	    233656 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4351	    244586 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4526	    239392 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4714	    235399 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4567	    233843 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/1000-4       	    4732	    229435 ns/op	  123264 B/op	    7015 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     513	   2248803 ns/op	 1277989 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     512	   2236279 ns/op	 1277987 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     514	   2254438 ns/op	 1277987 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     514	   2245983 ns/op	 1277989 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     511	   2357928 ns/op	 1277987 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     508	   2355172 ns/op	 1277987 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     520	   2287672 ns/op	 1277987 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     445	   2367830 ns/op	 1277987 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     516	   2230433 ns/op	 1277989 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/10000-4      	     499	   2333927 ns/op	 1277986 B/op	   70155 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      42	  25741715 ns/op	12831485 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  26335323 ns/op	12831502 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      43	  25765828 ns/op	12831507 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      42	  25734302 ns/op	12831513 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      44	  25703852 ns/op	12831498 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      43	  25969017 ns/op	12831512 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      42	  26068156 ns/op	12831501 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      46	  25928823 ns/op	12831511 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      42	  26030862 ns/op	12831497 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/100000-4     	      43	  26328305 ns/op	12831498 B/op	  701561 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 274905005 ns/op	128368592 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 279125794 ns/op	128368544 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 273015487 ns/op	128368664 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 276000945 ns/op	128368496 B/op	 7015623 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 270472118 ns/op	128368640 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 276039743 ns/op	128368592 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 272299785 ns/op	128368592 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 275405601 ns/op	128368616 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 274219378 ns/op	128368664 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeQueue/1000000-4    	       4	 275131123 ns/op	128368616 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24743072	        50.64 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24516627	        46.06 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24309074	        45.97 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24914083	        45.87 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	25279012	        45.77 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24886537	        45.61 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24854467	        46.37 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	24877771	        45.58 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	25366237	        45.68 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/0-4          	25174941	        45.76 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3335392	       359.6 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3323167	       359.1 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3354877	       358.4 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3367432	       360.6 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3320338	       361.1 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3355209	       364.3 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3340514	       380.3 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3356653	       357.0 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3365552	       357.0 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/1-4          	 3353959	       360.4 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  447744	      2536 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  449959	      2527 ns/op	    1392 B/op	      74 allocs/op
