goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillImpl7Queue/0-4         	27607797	        40.18 ns/op	      48 B/op	       1 allocs/op
BenchmarkFillImpl7Queue/100000-4    	     330	   3632797 ns/op	 3227142 B/op	  101571 allocs/op
BenchmarkFillImpl7Queue/100000-4    	     330	   3642443 ns/op	 3227142 B/op	  101571 allocs/op
BenchmarkFillImpl7Queue/100000-4    	     327	   3643963 ns/op	 3227143 B/op	  101571 allocs/op
BenchmarkFillImpl7Queue/100000-4    	     330	   3639079 ns/op	 3227144 B/op	  101571 allocs/op
BenchmarkFillImpl7Queue/100000-4    	     327	   3640645 ns/op	 3227144 B/op	  101571 allocs/op
BenchmarkFillImpl7Queue/100000-4    	     328	   3651428 ns/op	 3227142 B/op	  101571 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      26	  42813578 ns/op	32251638 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      27	  42119332 ns/op	32251637 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      24	  42748962 ns/op	32251632 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      27	  42981498 ns/op	32251630 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      24	  43289448 ns/op	32251628 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      24	  43304799 ns/op	32251636 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      24	  43378365 ns/op	32251652 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      27	  43184882 ns/op	32251640 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      26	  43835521 ns/op	32251627 B/op	 1015633 allocs/op
BenchmarkFillImpl7Queue/1000000-4   	      26	  43048613 ns/op	32251641 B/op	 1015633 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	24644113	        43.95 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26442800	        43.60 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26791870	        44.16 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26211990	        43.62 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26454733	        43.69 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26909131	        43.75 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26625537	        43.68 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26516244	        43.58 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26348140	        43.69 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/0-4 	26377976	        43.69 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1845784	       651.1 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1849478	       645.5 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1845704	       659.1 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1835601	       652.4 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1830289	       652.8 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1839940	       650.4 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1832905	       645.1 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1839434	       650.0 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1833688	       699.9 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/1-4 	 1825134	       646.2 ns/op	     432 B/op	      17 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  244059	      4709 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  247747	      4735 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  249194	      4689 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  246638	      4692 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  247212	      4691 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  249381	      4695 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  249020	      4696 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  248235	      4689 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  246217	      4699 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/10-4         	  247828	      4711 ns/op	    6912 B/op	     109 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37855	     32002 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37854	     31856 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37815	     31682 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37984	     31700 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37887	     31688 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37729	     31887 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37534	     31677 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37782	     31626 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37874	     31634 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/100-4        	   37651	     31764 ns/op	   29632 B/op	     927 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3709	    303746 ns/op	  260992 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3729	    304055 ns/op	  260993 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3402	    305599 ns/op	  260993 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3861	    302498 ns/op	  260992 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3783	    301547 ns/op	  260993 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3670	    302789 ns/op	  260993 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3778	    303355 ns/op	  260992 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3693	    302081 ns/op	  260993 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3715	    302394 ns/op	  260992 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/1000-4       	    3709	    304267 ns/op	  260993 B/op	    9111 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     397	   3035312 ns/op	 2578761 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     385	   3023021 ns/op	 2578762 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     396	   3036131 ns/op	 2578762 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     394	   3025860 ns/op	 2578759 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     396	   3051960 ns/op	 2578761 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     394	   3027735 ns/op	 2578764 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     398	   3011806 ns/op	 2578760 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     393	   3046135 ns/op	 2578760 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     398	   3039575 ns/op	 2578761 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/10000-4      	     396	   3017150 ns/op	 2578760 B/op	   90955 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33543527 ns/op	25752282 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33597217 ns/op	25752276 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  34849498 ns/op	25752264 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33110542 ns/op	25752288 B/op	  909392 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33554976 ns/op	25752267 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33593127 ns/op	25752282 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33341722 ns/op	25752279 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33465073 ns/op	25752276 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      32	  33408966 ns/op	25752249 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/100000-4     	      33	  33390222 ns/op	25752270 B/op	  909391 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 349064214 ns/op	257503424 B/op	 9093769 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 348337942 ns/op	257503552 B/op	 9093770 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 347552615 ns/op	257503776 B/op	 9093772 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 348269717 ns/op	257503840 B/op	 9093773 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 347903259 ns/op	257503680 B/op	 9093771 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 349168240 ns/op	257503616 B/op	 9093771 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 348617784 ns/op	257503584 B/op	 9093770 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 345651418 ns/op	257503680 B/op	 9093771 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 349414161 ns/op	257503648 B/op	 9093771 allocs/op
BenchmarkMicroserviceImpl7Queue/1000000-4    	       3	 347932862 ns/op	257503680 B/op	 9093771 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  301611	      3750 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  305070	      3737 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  307257	      3749 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  303530	      3756 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  305782	      3761 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  305473	      3743 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  309250	      3735 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  305469	      3733 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  307634	      3744 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/1-4            	  309722	      3750 ns/op	    3225 B/op	     101 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32258	     37265 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32092	     37289 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32090	     37729 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32269	     37292 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32398	     37298 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32320	     37255 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32223	     37244 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   32022	     37307 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   31958	     39114 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/10-4           	   30848	     39145 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    2788	    366426 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3164	    365064 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    2985	    406006 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3147	    364861 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3088	    366092 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3049	    364804 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3102	    366244 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3045	    365470 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3147	    364807 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/100-4          	    3145	    364741 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     328	   3643996 ns/op	 3225009 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     331	   3619164 ns/op	 3225014 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     331	   3625073 ns/op	 3225013 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     332	   3690370 ns/op	 3225009 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     331	   3629791 ns/op	 3225012 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     333	   3636756 ns/op	 3225015 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     331	   3634867 ns/op	 3225012 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     328	   3636448 ns/op	 3225012 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     330	   3641453 ns/op	 3225013 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/1000-4         	     328	   3625423 ns/op	 3225010 B/op	  101562 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      30	  36365861 ns/op	32250118 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36259380 ns/op	32250068 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36547664 ns/op	32250099 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36404287 ns/op	32250046 B/op	 1015625 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36459548 ns/op	32250081 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36419897 ns/op	32250090 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36375765 ns/op	32250087 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36475890 ns/op	32250084 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36459685 ns/op	32250093 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/10000-4        	      31	  36640253 ns/op	32250065 B/op	 1015626 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 368497272 ns/op	322501120 B/op	10156261 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 369111806 ns/op	322501152 B/op	10156262 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 370073482 ns/op	322500896 B/op	10156259 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 370915100 ns/op	322501248 B/op	10156263 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 367596906 ns/op	322500928 B/op	10156259 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 366994326 ns/op	322500992 B/op	10156260 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 367213445 ns/op	322501088 B/op	10156261 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 370582843 ns/op	322500864 B/op	10156259 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 368941376 ns/op	322500928 B/op	10156259 allocs/op
BenchmarkRefillFullImpl7Queue/100000-4       	       3	 369261243 ns/op	322500960 B/op	10156260 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  114396	     11189 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  108742	     10332 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  116434	     10175 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  115809	     10221 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  116628	     10226 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  116146	     10229 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  115429	     10210 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  113024	     10205 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  112856	     10155 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/1-4                	  115070	     10147 ns/op	    6400 B/op	     300 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17329	     69066 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17158	     69740 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17335	     68966 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17292	     68982 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   16993	     69717 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17301	     69276 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17214	     68807 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17214	     69251 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   17232	     69070 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/10-4               	   16792	     69126 ns/op	   68800 B/op	    1600 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2828	    409599 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2835	    411685 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2785	    407970 ns/op	  420802 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2851	    408227 ns/op	  420802 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2836	    409275 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2848	    408291 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2788	    408132 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2816	    427347 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2808	    413120 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/100-4              	    2821	    430419 ns/op	  420801 B/op	   10800 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     322	   3638225 ns/op	 3316814 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     330	   3747078 ns/op	 3316813 B/op	  102200 allocs/op
